whole name,name,address,price level,types,service type,website,phone number,rating,review count,opening hours,Category
Pine & Polk  greater NYC area,Pine & Polk,"300 Spring St, New York, NY 10013, USA",,"['grocery_or_supermarket', 'bar', 'point_of_interest', 'store', 'food', 'establishment']",Unknown,,(646) 599-6382,4.6,71.0,,BB3
Harding's 10010 greater NYC area,Harding's,"32 E 21st St, New York, NY 10010, USA",2.0,"['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']",Likely Full Service,http://www.hardingsnyc.com/,(212) 600-2105,4.4,485.0,"Monday: Closed, Tuesday: 4:30 PM – 12:00 AM, Wednesday: 4:30 PM – 12:00 AM, Thursday: 4:30 PM – 12:00 AM, Friday: 4:30 PM – 12:00 AM, Saturday: 4:30 PM – 12:00 AM, Sunday: Closed",BB3
Patisserie Fouet 10003 greater NYC area,Patisserie Fouet,"15 E 13th St, New York, NY 10003, USA",1.0,"['bakery', 'cafe', 'point_of_interest', 'food', 'store', 'establishment']",Unknown,https://www.fouetnyc.com/,(212) 620-0622,4.4,713.0,"Monday: Closed, Tuesday: 10:00 AM – 8:00 PM, Wednesday: 10:00 AM – 8:00 PM, Thursday: 10:00 AM – 8:00 PM, Friday: 10:00 AM – 10:00 PM, Saturday: 10:00 AM – 10:00 PM, Sunday: 10:00 AM – 8:00 PM",BB2
Home Base Bistro 10016 greater NYC area,Home Base Bistro,"416 3rd Ave, New York, NY 10016, USA",2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,http://www.homebasebistro.com/,(212) 481-1712,4.1,47.0,,BB1
Slate Cafe Nomad 10022 greater NYC area,Slate Cafe NoMad,"121 Madison Ave #5, New York, NY 10016, USA",2.0,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,http://www.slatecafe.com/,(212) 683-7800,4.6,1446.0,"Monday: 7:30 AM – 5:00 PM, Tuesday: 7:30 AM – 5:00 PM, Wednesday: 7:30 AM – 5:00 PM, Thursday: 7:30 AM – 5:00 PM, Friday: 7:30 AM – 5:00 PM, Saturday: 8:00 AM – 5:00 PM, Sunday: 8:00 AM – 5:00 PM",BB1
Salma 10003 greater NYC area,Salma,"351 E 12th St, New York, NY 10003, USA",2.0,"['restaurant', 'point_of_interest', 'food', 'establishment']",Likely Full Service,https://www.salmaeastvillage.com/?utm_source=GMB&utm_medium=Website%20button&utm_id=Salma%20Lebanese%20Restaurant,(917) 261-4907,4.7,650.0,"Monday: 11:30 AM – 11:00 PM, Tuesday: 11:30 AM – 11:00 PM, Wednesday: 11:30 AM – 11:00 PM, Thursday: 11:30 AM – 11:00 PM, Friday: 11:30 AM – 11:00 PM, Saturday: 11:30 AM – 11:00 PM, Sunday: 11:30 AM – 10:30 PM",BB1
The Seville 10016 greater NYC area,The Seville,"22 E 29th St, New York, NY 10016, USA",,"['bar', 'night_club', 'restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,https://www.thesevillenyc.com/,,4.2,426.0,"Monday: 5:00 PM – 2:00 AM, Tuesday: 5:00 PM – 2:00 AM, Wednesday: 5:00 PM – 2:00 AM, Thursday: 5:00 PM – 2:00 AM, Friday: 5:00 PM – 2:00 AM, Saturday: 5:00 PM – 2:00 AM, Sunday: Closed",BB3
Tacos Times Square 10016 greater NYC area,Tacos Times Square,"134 E 27th St, New York, NY 10016, USA",1.0,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,https://www.tacostimessquarenyc.com/,(212) 889-9090,4.5,279.0,"Monday: 10:30 AM – 9:30 PM, Tuesday: 10:30 AM – 9:30 PM, Wednesday: 10:30 AM – 9:30 PM, Thursday: 10:30 AM – 9:30 PM, Friday: 10:30 AM – 9:30 PM, Saturday: 12:00 – 9:30 PM, Sunday: 12:00 – 9:30 PM",BB1
Profit Chinese Restaurant II 10016 greater NYC area,Profit Chinese Restaurant II,"643 2nd Ave, New York, NY 10016, USA",1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,http://www.profitchinese.com/,(212) 689-8388,3.5,151.0,"Monday: 11:00 AM – 10:00 PM, Tuesday: 11:00 AM – 10:00 PM, Wednesday: 11:00 AM – 10:00 PM, Thursday: 11:00 AM – 10:00 PM, Friday: 11:00 AM – 10:00 PM, Saturday: 12:00 – 10:00 PM, Sunday: 12:00 – 10:00 PM",BB1
Hav & Mar 10001 greater NYC area,Hav & Mar,"245 11th Ave, New York, NY 10001, USA",,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,https://www.havandmar.com/,(212) 328-8041,4.5,395.0,"Monday: 5:00 – 9:00 PM, Tuesday: 5:00 – 10:00 PM, Wednesday: 5:00 – 10:00 PM, Thursday: 5:00 – 10:00 PM, Friday: 5:00 – 10:00 PM, Saturday: 5:00 – 10:00 PM, Sunday: 5:00 – 9:00 PM",BB3
Ampersand 10010 greater NYC area,Ampersand,"294 3rd Ave, New York, NY 10010, USA",2.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,http://ampersandbarnyc.com/,(212) 477-8100,4.5,563.0,"Monday: 4:00 PM – 2:00 AM, Tuesday: 4:00 PM – 2:00 AM, Wednesday: 4:00 PM – 2:00 AM, Thursday: 4:00 PM – 4:00 AM, Friday: 4:00 PM – 4:00 AM, Saturday: 4:00 PM – 4:00 AM, Sunday: 4:00 PM – 2:00 AM",BB3
El Parador Cafe 10016 greater NYC area,El Parador Cafe,"325 E 34th St, New York, NY 10016, USA",2.0,"['meal_takeaway', 'bar', 'restaurant', 'meal_delivery', 'food', 'point_of_interest', 'establishment']",Quick Service,https://www.elparadorcafe.com/?utm_source=google&utm_medium=gmb&utm_campaign=elparadorcafe,(212) 679-6812,4.5,537.0,"Monday: Closed, Tuesday: 12:00 – 9:00 PM, Wednesday: 12:00 – 9:00 PM, Thursday: 12:00 – 9:00 PM, Friday: 12:00 – 10:00 PM, Saturday: 12:00 – 10:00 PM, Sunday: 5:00 – 9:00 PM",BB2
Veniero's Pasticceria & Caffe 10003 greater NYC area,Veniero's Pasticceria & Caffe,"342 E 11th St, New York, NY 10003, USA",2.0,"['bakery', 'cafe', 'food', 'store', 'point_of_interest', 'establishment']",Unknown,http://www.venieros.com/,(212) 674-7070,4.6,4761.0,"Monday: 8:00 AM – 10:00 PM, Tuesday: 8:00 AM – 10:00 PM, Wednesday: 8:00 AM – 10:00 PM, Thursday: 8:00 AM – 10:00 PM, Friday: 8:00 AM – 11:00 PM, Saturday: 8:00 AM – 11:00 PM, Sunday: 8:00 AM – 10:00 PM",BB2
Burp Castle 10003 greater NYC area,Burp Castle,"41 E 7th St, New York, NY 10003, USA",2.0,"['bar', 'point_of_interest', 'establishment']",Unknown,http://burpcastlenyc.wordpress.com/,(212) 982-4576,4.6,622.0,"Monday: 5:00 PM – 1:00 AM, Tuesday: 5:00 PM – 1:00 AM, Wednesday: 5:00 PM – 1:00 AM, Thursday: 5:00 PM – 1:00 AM, Friday: 5:00 PM – 1:00 AM, Saturday: 4:00 PM – 2:00 AM, Sunday: 4:00 – 11:00 PM",BB3
Bubo 10016 greater NYC area,Bubo,"515 3rd Ave, New York, NY 10016, USA",2.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,http://www.bubonyc.com/,(212) 532-3300,4.6,291.0,"Monday: 4:00 PM – 1:00 AM, Tuesday: 4:00 PM – 1:00 AM, Wednesday: 4:00 PM – 1:00 AM, Thursday: 4:00 PM – 2:00 AM, Friday: 4:00 PM – 2:30 AM, Saturday: 11:30 AM – 1:00 AM, Sunday: 11:30 AM – 11:30 PM",BB3
Colomba bakery 10003 greater NYC area,Colomba bakery,"29 Waverly Pl, New York, NY 10003, USA",,"['bakery', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']",Unknown,https://www.colombabakery.com/,(646) 720-0572,4.5,65.0,"Monday: 7:30 AM – 6:00 PM, Tuesday: 7:30 AM – 6:00 PM, Wednesday: 7:30 AM – 6:00 PM, Thursday: 7:30 AM – 6:00 PM, Friday: 7:30 AM – 6:00 PM, Saturday: 8:00 AM – 5:00 PM, Sunday: 8:00 AM – 6:00 PM",BB2
Ramen Setagaya 10003 greater NYC area,Ramen Misoya,"129 2nd Ave, New York, NY 10003, USA",1.0,"['restaurant', 'point_of_interest', 'food', 'establishment']",Likely Full Service,https://www.misoyanyc.com/,(212) 677-4825,4.5,868.0,"Monday: 12:00 – 10:00 PM, Tuesday: 12:00 – 10:00 PM, Wednesday: 12:00 – 10:00 PM, Thursday: 12:00 – 10:00 PM, Friday: 12:00 – 10:00 PM, Saturday: 12:00 – 10:00 PM, Sunday: 12:00 – 9:00 PM",BB1
Aura Bar & Kitchen 10003 greater NYC area,Aura Bar & Kitchen,"111 1st Ave., New York, NY 10003, USA",2.0,"['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']",Likely Full Service,http://www.aurabarandkitchen.com/,(646) 573-5578,4.8,149.0,"Monday: Closed, Tuesday: 3:30 PM – 1:00 AM, Wednesday: 3:30 PM – 1:00 AM, Thursday: 3:30 PM – 1:30 AM, Friday: 3:30 PM – 2:00 AM, Saturday: 3:30 PM – 2:00 AM, Sunday: 3:30 – 11:30 PM",BB3
Tropic Technologies Inc 10010 greater NYC area,Tropic,"920 Broadway, New York, NY 10010, USA",,"['point_of_interest', 'establishment']",Unknown,https://tropicapp.io/get-estimate/,(800) 981-6303,,,,Not a restaurant
La Citta Pizzeria & Restaurant 10003 greater NYC area,La Citta Pizzeria,"162 3rd Ave, New York, NY 10003, USA",2.0,"['restaurant', 'point_of_interest', 'food', 'establishment']",Likely Full Service,https://www.lacittapizzerianyc.com/,(212) 228-3300,4.7,135.0,"Monday: 10:00 AM – 12:00 AM, Tuesday: 10:00 AM – 12:00 AM, Wednesday: 10:00 AM – 12:00 AM, Thursday: 10:00 AM – 3:30 AM, Friday: 10:00 AM – 3:30 AM, Saturday: 10:00 AM – 3:30 AM, Sunday: 10:00 AM – 12:00 AM",BB1
Shades of Green 10003 greater NYC area,Shades of Green Pub & Restaurant,"125 E 15th St, New York, NY 10003, USA",2.0,"['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']",Likely Full Service,http://www.shadesofgreenpubnyc.com/,(212) 674-1394,4.0,388.0,"Monday: 4:00 PM – 12:00 AM, Tuesday: 4:00 PM – 2:00 AM, Wednesday: 4:00 PM – 2:00 AM, Thursday: 4:00 PM – 2:00 AM, Friday: 4:00 PM – 2:00 AM, Saturday: 12:00 PM – 2:00 AM, Sunday: 12:00 PM – 12:00 AM",BB3
"Sincerely, Ophelia 10003 greater NYC area","Sincerely, Ophelia","221 2nd Ave Suite B, New York, NY 10003, USA",,"['night_club', 'bar', 'point_of_interest', 'establishment']",Unknown,http://www.sincerelyophelianyc.com/,(917) 409-1586,3.7,114.0,"Monday: Closed, Tuesday: Closed, Wednesday: 7:00 PM – 12:00 AM, Thursday: 12:00 AM – 12:00 PM, 7:00 PM – 2:00 AM, Friday: 7:00 PM – 4:00 AM, Saturday: 7:00 PM – 4:00 AM, Sunday: Closed",BB3
Juni  greater NYC area,Juni,"12 E 31st St, New York, NY 10016, USA",4.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",Full Service,,(212) 995-8599,4.8,25.0,,BB3
d.b.a. 10003 greater NYC area,d.b.a.,"41 1st Ave., New York, NY 10003, USA",2.0,"['bar', 'point_of_interest', 'establishment']",Unknown,,(646) 707-0599,4.4,692.0,"Monday: 12:00 PM – 4:00 AM, Tuesday: 12:00 PM – 4:00 AM, Wednesday: 12:00 PM – 4:00 AM, Thursday: 12:00 PM – 4:00 AM, Friday: 12:00 PM – 4:00 AM, Saturday: 12:00 PM – 4:00 AM, Sunday: 12:00 PM – 4:00 AM",BB3
Rezdôra 10003 greater NYC area,Rezdôra,"27 E 20th St, New York, NY 10003, USA",,"['restaurant', 'point_of_interest', 'food', 'establishment']",Likely Full Service,https://www.rezdora.nyc/,(646) 692-9090,4.3,1216.0,"Monday: 5:00 – 10:30 PM, Tuesday: 12:00 – 2:30 PM, 5:00 – 10:30 PM, Wednesday: 12:00 – 2:30 PM, 5:00 – 10:30 PM, Thursday: 12:00 – 2:30 PM, 5:00 – 10:30 PM, Friday: 12:00 – 2:30 PM, 5:00 – 10:30 PM, Saturday: 11:30 AM – 2:30 PM, 5:00 – 10:30 PM, Sunday: 11:30 AM – 2:30 PM, 5:00 – 10:30 PM",BB1
Branded Hospitality 10003 greater NYC area,Branded Strategic Hospitality,"235 Park Ave S 4th Floor, New York, NY 10003, USA",,"['point_of_interest', 'establishment']",Unknown,https://www.brandedstrategic.com/,(212) 388-0688,,,"Monday: 8:00 AM – 6:00 PM, Tuesday: 8:00 AM – 6:00 PM, Wednesday: 8:00 AM – 6:00 PM, Thursday: 8:00 AM – 6:00 PM, Friday: 8:00 AM – 6:00 PM, Saturday: Closed, Sunday: Closed",Not a restaurant
Cha Cha Matcha - 21st Street 10010 greater NYC area,Cha Cha Matcha (21st street),"922 Broadway, New York, NY 10010, USA",2.0,"['cafe', 'bakery', 'restaurant', 'store', 'food', 'point_of_interest', 'establishment']",Likely Full Service,https://chachamatcha.com/,,4.0,157.0,"Monday: 7:00 AM – 7:00 PM, Tuesday: 7:00 AM – 7:00 PM, Wednesday: 7:00 AM – 7:00 PM, Thursday: 7:00 AM – 7:00 PM, Friday: 7:00 AM – 7:00 PM, Saturday: 8:00 AM – 7:00 PM, Sunday: 8:00 AM – 7:00 PM",BB1
Chica & The Don  greater NYC area,Chica & The Don,"24 E 21st St, New York, NY 10010, USA",,"['night_club', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,https://www.chicadon.com/,(646) 649-4805,4.9,96.0,"Monday: Closed, Tuesday: 5:00 PM – 12:00 AM, Wednesday: 5:00 PM – 12:00 AM, Thursday: 5:00 PM – 2:00 AM, Friday: 5:00 PM – 2:00 AM, Saturday: 5:00 PM – 2:00 AM, Sunday: 12:00 – 9:00 PM",BB3
Red Gate Bakery 10003 greater NYC area,Red Gate Bakery,"68 E 1st St, New York, NY 10003, USA",2.0,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",Unknown,https://redgatebakery.com/,(646) 870-5553,4.4,144.0,"Monday: Closed, Tuesday: 11:00 AM – 6:00 PM, Wednesday: 11:00 AM – 6:00 PM, Thursday: 11:00 AM – 6:00 PM, Friday: 11:00 AM – 6:00 PM, Saturday: 11:00 AM – 4:00 PM, Sunday: Closed",BB2
Appas Pizza 10009 greater NYC area,Oppas Pizza,"210 1st Ave., New York, NY 10009, USA",2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,http://appaspizza.com/,(929) 280-0921,4.7,336.0,"Monday: 12:00 – 10:00 PM, Tuesday: Closed, Wednesday: 12:00 – 10:00 PM, Thursday: 12:00 – 10:00 PM, Friday: 12:00 – 10:00 PM, Saturday: 12:00 – 10:00 PM, Sunday: 12:00 – 10:00 PM",BB1
Rosa Mexicano 10003 greater NYC area,Rosa Mexicano,"9 E 18th St, New York, NY 10003, USA",2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,http://rosamexicano.com/?utm_source=extnet&utm_medium=Yext,(212) 533-3350,4.3,4000.0,"Monday: 11:30 AM – 11:00 PM, Tuesday: 11:30 AM – 11:00 PM, Wednesday: 11:30 AM – 11:00 PM, Thursday: 11:30 AM – 12:00 AM, Friday: 11:30 AM – 12:00 AM, Saturday: 11:00 AM – 12:00 AM, Sunday: 11:00 AM – 11:00 PM",BB1
Motel No tell 10009 greater NYC area,Motel No Tell,"210 Avenue A, New York, NY 10009, USA",2.0,"['bar', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",Quick Service,https://www.motelnotellnyc.com/,(646) 368-9775,4.5,121.0,"Monday: 4:00 PM – 12:00 AM, Tuesday: 4:00 PM – 12:00 AM, Wednesday: 4:00 PM – 1:00 AM, Thursday: 4:00 PM – 2:00 AM, Friday: 2:00 PM – 2:00 AM, Saturday: 11:00 AM – 2:00 AM, Sunday: 11:00 AM – 12:00 AM",BB2
Moody Tongue Pizza 10009 greater NYC area,Moody Tongue Pizza,"123 St Marks Pl, New York, NY 10009, USA",,"['restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,https://www.moodytongue.com/location/moody-tongue-pizza/,(646) 560-0400,,,"Monday: Closed, Tuesday: Closed, Wednesday: 5:00 – 10:00 PM, Thursday: 5:00 – 10:00 PM, Friday: 5:00 – 11:00 PM, Saturday: 5:00 – 11:00 PM, Sunday: 5:00 – 9:00 PM",BB1
Juke Bar 10003 greater NYC area,Juke Bar,"196 2nd Ave, New York, NY 10003, USA",2.0,"['bar', 'point_of_interest', 'establishment']",Unknown,http://jukebarnyc.com/,(212) 228-7464,4.5,493.0,"Monday: 5:00 PM – 4:00 AM, Tuesday: 5:00 PM – 4:00 AM, Wednesday: 5:00 PM – 4:00 AM, Thursday: 5:00 PM – 4:00 AM, Friday: 4:00 PM – 4:00 AM, Saturday: 4:00 PM – 4:00 AM, Sunday: 4:00 PM – 4:00 AM",BB3
Eleni’s 10003 greater NYC area,Eleni’s,"226 3rd Ave, New York, NY 10003, USA",4.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",Full Service,http://elenisnyc.com/,(212) 982-9030,4.4,477.0,"Monday: 12:00 – 10:00 PM, Tuesday: 12:00 – 10:00 PM, Wednesday: 12:00 – 10:00 PM, Thursday: 12:00 – 10:00 PM, Friday: 12:00 – 11:00 PM, Saturday: 12:00 – 11:00 PM, Sunday: 12:00 – 10:00 PM",BB3
Bites Of Xi’an 10003 greater NYC area,Bites of Xi'an 84 西府小吃,"84 E 10th St, New York, NY 10003, USA",1.0,"['restaurant', 'point_of_interest', 'food', 'establishment']",Likely Full Service,http://www.bitesofxian.com/,(917) 409-5535,4.4,260.0,"Monday: 11:00 AM – 9:30 PM, Tuesday: 11:00 AM – 9:30 PM, Wednesday: 11:00 AM – 9:30 PM, Thursday: 11:00 AM – 9:30 PM, Friday: 11:00 AM – 9:30 PM, Saturday: Closed, Sunday: 11:00 AM – 9:30 PM",BB1
Birch Coffee - Murray Hill 10016 greater NYC area,Birch Coffee,"432 3rd Ave, New York, NY 10016, USA",2.0,"['cafe', 'point_of_interest', 'store', 'food', 'establishment']",Unknown,https://www.birchcoffee.com/,(212) 686-1444,4.4,285.0,"Monday: 7:30 AM – 4:00 PM, Tuesday: 7:30 AM – 4:00 PM, Wednesday: 7:30 AM – 4:00 PM, Thursday: 7:30 AM – 4:00 PM, Friday: 7:30 AM – 4:00 PM, Saturday: 8:00 AM – 4:00 PM, Sunday: 8:00 AM – 4:00 PM",BB2
TKG 90046 greater NYC area,TKG Business Management,"433 N Camden Dr suite 730, Beverly Hills, CA 90210, USA",,"['point_of_interest', 'establishment']",Unknown,https://www.tkgbm.com/,(310) 777-0219,,,"Monday: 9:00 AM – 5:00 PM, Tuesday: 9:00 AM – 5:00 PM, Wednesday: 9:00 AM – 5:00 PM, Thursday: 9:00 AM – 5:00 PM, Friday: 9:00 AM – 5:00 PM, Saturday: Closed, Sunday: Closed",Not a restaurant
Risotteria Melotti NYC 10003 greater NYC area,Risotteria Melotti NYC,"309 E 5th St, New York, NY 10003, USA",2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,http://www.risotteriamelottinyc.com/,(646) 755-8939,4.6,796.0,"Monday: 4:00 – 10:30 PM, Tuesday: 4:00 – 10:30 PM, Wednesday: 4:00 – 10:30 PM, Thursday: 4:00 – 10:30 PM, Friday: 4:00 – 11:00 PM, Saturday: 11:30 AM – 11:00 PM, Sunday: 11:30 AM – 10:30 PM",BB1
Justworks Inc 10003 greater NYC area,Justworks,"55 Water St Floor 29, New York, NY 10041, USA",,"['point_of_interest', 'establishment']",Unknown,https://www.justworks.com/,(888) 534-1711,3.4,131.0,"Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours",Not a restaurant
